metin,kategori,label,intent,intent_label,oncelik,oncelik_label,stil,kaynak
Topkapı hattındaki araçta hissedilen yanık kokusuyla ilgili makinistten detaylı bir rapor istendi mi?,arac_tren,2,information_request,2,P1,0,standart,relabel:ollama
Vagon 17 kapı acil emergent,arac_tren,2,fault_report,0,P1,0,cok_kisa,relabel:ollama
Tren anonsu düzeldi mi?,arac_tren,2,information_request,2,P3,2,cok_kisa,relabel:ollama
Vagon 14 ısıtma çalışmıyor,arac_tren,2,fault_report,0,P3,2,cok_kisa,relabel:ollama
M2-04 kodlu tren içerisinde yolcuların acil durum iletişim butonuna basması üzerine ses iletimi gerçekleşmemektedir.,arac_tren,2,fault_report,0,P1,0,standart,relabel:ollama
frenlerle tirmaniyo irtifa farkinda,arac_tren,2,fault_report,0,P1,0,yazim_yanlisi,relabel:ollama
Kabin masaüstü ekran dondu,arac_tren,2,fault_report,0,P3,2,devrik,relabel:ollama
Vagon 28 fren çarpar,arac_tren,2,fault_report,0,P3,2,cok_kisa,relabel:ollama
vagon klimasi calismiyo soguk buz gibi,arac_tren,2,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
"Tren içi ekranın yarısı beyaz görünüyor, panel çatlamış durak isimleri belli olmuyor.",arac_tren,2,fault_report,0,P3,2,,manuel_hedefli:hard_negative_sinyalizasyon_yolcu
Fren tetiklemiyor acil fren devreye,arac_tren,2,fault_report,0,P1,0,devrik,relabel:ollama
Vagon 31 klima fanı sessiz,arac_tren,2,fault_report,0,P3,2,cok_kisa,relabel:ollama
Şirinevler yönlü trende 5 numaralı vagon kapı kumandaları tepki vermiyor.,arac_tren,2,fault_report,0,P2,1,standart,relabel:ollama
cekis motoru guvenlik relesi atiyo,arac_tren,2,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
frenleme aninda vagon saga cekiliyo 2 tren,arac_tren,2,fault_report,0,P1,0,yazim_yanlisi,relabel:ollama
Vagon 32 fren balatası bitmiş,arac_tren,2,fault_report,0,P3,2,cok_kisa,relabel:ollama
Vagon 13 klima soğutmuyor,arac_tren,2,fault_report,0,P3,2,cok_kisa,relabel:ollama
Atatürk Oto Sanayi yönlü trende 4 nolu vagon anonsu ses vermiyor.,arac_tren,2,fault_report,0,P3,2,standart,relabel:ollama
M4 hattı treninde acil durum imdat freni kolunun mühürsüz olduğu tespit edilmiştir.,arac_tren,2,fault_report,0,P1,0,standart,relabel:ollama
Tekerlekten duman çıkıyor 3. vagon,arac_tren,2,incident_report,1,P1,0,devrik,relabel:ollama
Fren basınç manometresi sıfır gösteriyor,arac_tren,2,fault_report,0,P1,0,devrik,relabel:ollama
Sabah vardiyası 112 seferi makinist kabini camı çatlak.,arac_tren,2,fault_report,0,P4,3,standart,relabel:ollama
4. Levent istasyonunda 5 numaralı vagon kapı emniyet pimi takılı.,arac_tren,2,fault_report,0,P3,2,standart,relabel:ollama
Kartal yönlü trende 2 numaralı vagon motor sesi yüksek.,arac_tren,2,fault_report,0,P3,2,standart,relabel:ollama
vagon sasi altinda yag dokuyo,arac_tren,2,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
vagon klimasi sadece fan donduruyo,arac_tren,2,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
koltuklari dikey konuma getirmiyo,arac_tren,2,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
Davutpaşa yönlü trende 4 numaralı vagon tekerlekten duman çıkıyor.,arac_tren,2,fault_report,0,P1,0,standart,relabel:ollama
acil fren cekildi ama durmadi,arac_tren,2,fault_report,0,P1,0,yazim_yanlisi,relabel:ollama
Osmangazi istasyonunda 1 nolu vagondaki yangın söndürücüsü eksik.,arac_tren,2,fault_report,0,P1,0,standart,relabel:ollama
Vagon 10 fren gecikiyor,arac_tren,2,fault_report,0,P3,2,cok_kisa,relabel:ollama
Şişli'den giden 205 seferi 3 numaralı vagon ısıtmıyor.,arac_tren,2,fault_report,0,P3,2,standart,relabel:ollama
Vagon kapısı kilitlemiyor güvenlik riski,arac_tren,2,fault_report,0,P1,0,devrik,relabel:ollama
Vagon 37 tekerlek yatak arızalı,arac_tren,2,fault_report,0,P3,2,cok_kisa,relabel:ollama
fren yastigi asindigi belli,arac_tren,2,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
Kabin masa paneli karardı YM-03,arac_tren,2,fault_report,0,P3,2,devrik,relabel:ollama
Vagon 7 anons bozuk,arac_tren,2,fault_report,0,P3,2,cok_kisa,relabel:ollama
Üsküdar istasyonuna yaklaşan araçtaki fren gıcırtısı için bu akşam servis sonunda bir bakım planlanıyor mu?,arac_tren,2,information_request,2,P3,2,standart,relabel:ollama
Mecidiyeköy'den ayrılan 205 sefer makinist masa lambası yanmıyor.,arac_tren,2,fault_report,0,P3,2,standart,relabel:ollama
vagon ici aydinlatma yarim yaniyo,arac_tren,2,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
Kirazlı hattındaki trenlerin anons sistemi arızası hakkında teknik ekipten bir geri dönüş geldi mi?,arac_tren,2,information_request,2,P3,2,standart,relabel:ollama
Gelecek mi teknik ekip tren kliması?,arac_tren,2,information_request,2,P3,2,devrik,relabel:ollama
Kabin korna sesi çıkarmıyor,arac_tren,2,fault_report,0,P3,2,devrik,relabel:ollama
Vagon 36 anons parazitli,arac_tren,2,fault_report,0,P3,2,cok_kisa,relabel:ollama
Vagon kapısı yarım kalıyor kapatmıyor,arac_tren,2,fault_report,0,P3,2,devrik,relabel:ollama
Vagon 18 anons sessiz,arac_tren,2,fault_report,0,P3,2,cok_kisa,relabel:ollama
Vagon 33 motor titreşiyor,arac_tren,2,fault_report,0,P3,2,cok_kisa,relabel:ollama
Levent istasyonunda 6 nolu vagon yolcu alarmı çalışıyor.,arac_tren,2,fault_report,0,P3,2,standart,relabel:ollama
Fren derhal basılmıyor gecikmeli,arac_tren,2,fault_report,0,P1,0,devrik,relabel:ollama
makinist kabini pencere cami cizik,arac_tren,2,fault_report,0,P4,3,yazim_yanlisi,relabel:ollama
Ne zaman tamir edilir vagon 4 kapısı acil?,arac_tren,2,information_request,2,P1,0,devrik,relabel:ollama
Vagon climatizör filtresi tıkalı pis,arac_tren,2,fault_report,0,P3,2,devrik,relabel:ollama
vagon kapi sensoru algilamiyo,arac_tren,2,fault_report,0,P1,0,yazim_yanlisi,relabel:ollama
Tekerlek ray tutunması zayıf 4. vagon,arac_tren,2,fault_report,0,P1,0,devrik,relabel:ollama
"Makinist kabininin kapısı arızalanmış, tren kapıları kontrol edemediği için sefer gecikiyor.",arac_tren,2,fault_report,0,P2,1,,manuel_hedefli:hard_negative_kapi
Fren basıncı düşüyor 205 sefer,arac_tren,2,fault_report,0,P1,0,devrik,relabel:ollama
Vagon 24 sandalye dibi kırık,arac_tren,2,fault_report,0,P4,3,cok_kisa,relabel:ollama
"Yenikapı yönüne giden trenin 3. vagonundaki klima ne zaman tamir edilecek, içerisi çok sıcak oldu?",arac_tren,2,information_request,2,P3,2,standart,relabel:ollama
Vagon 34 koltuk life takılı,arac_tren,2,fault_report,0,P4,3,cok_kisa,relabel:ollama
Vagon 4 motor sesli,arac_tren,2,fault_report,0,P3,2,cok_kisa,relabel:ollama
makinist kabini fren manivelasi tikaniyo,arac_tren,2,fault_report,0,P2,1,yazim_yanlisi,relabel:gemini
Merter istasyonunda 3 nolu vagon makinist kanepesi kırık.,arac_tren,2,fault_report,0,P3,2,standart,relabel:ollama
tekerlekten tikirdak sesi artiyo 1. vagon,arac_tren,2,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
frenlerden gelen ses icin bakim yapildimi ogrenmek istiyoruz.,arac_tren,2,information_request,2,P3,2,yazim_yanlisi,relabel:ollama
"M2 hattı Hacıosman yönündeki trenin vagon içi anonsları ne zaman düzelecek, bilgi alabilir miyim?",arac_tren,2,information_request,2,P3,2,standart,relabel:ollama
Kapı acil açma kolu çekiği kırık,arac_tren,2,fault_report,0,P1,0,devrik,relabel:ollama
Vezneciler yönlü trenin vagon camındaki çatlak için ne zaman acil müdahale ekibi yönlendireceksiniz?,arac_tren,2,information_request,2,P3,2,standart,relabel:ollama
Osmanbey yönlü trende 2 numaralı vagon vagon arası geçiş kapalı.,arac_tren,2,fault_report,0,P2,1,standart,relabel:ollama
Vagon 25 anons kesintili,arac_tren,2,fault_report,0,P3,2,cok_kisa,relabel:ollama
Bahçelievler istasyonunda 1 nolu vagon yükümlülük tabelası yanmıyor.,arac_tren,2,fault_report,0,P3,2,standart,relabel:ollama
ceker motorunden yakit boku geliyo 3 vagon,arac_tren,2,fault_report,0,P1,0,yazim_yanlisi,relabel:ollama
Atatürk Oto Sanayi yönlü trende 3 nolu vagon koltukları yırtık.,arac_tren,2,fault_report,0,P4,3,standart,relabel:ollama
tekerlek yassi Yankeesleme var 6 nolu vagonda,arac_tren,2,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
Vagon 22 motor durdu,arac_tren,2,fault_report,0,P2,1,cok_kisa,relabel:ollama
vagon kapi acilma suresi uzaldi,arac_tren,2,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
"Seyir halindeki trenin kapı camı boydan boya çatlamış, tünelde giderken kırılacak diye korktuk.",arac_tren,2,fault_report,0,P3,2,,manuel_hedefli:hard_negative_kapi
Kabin saati durmuş saat ayarı,arac_tren,2,fault_report,0,P4,3,devrik,relabel:ollama
vagon ici ekranlar calismiyo teknik ekip nezaman bakicak?,arac_tren,2,information_request,2,P3,2,yazim_yanlisi,relabel:ollama
koltuk altindan ses geliyo 2. vagonda,arac_tren,2,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
Gayrettepe başlangıçlı seferde 1 nolu vagon motor koruma devreye girdi.,arac_tren,2,fault_report,0,P2,1,standart,relabel:ollama
Kapi kapatilamadi gecikme,arac_tren,2,fault_report,0,P1,0,cok_kisa,relabel:ollama
Ayrılık Çeşmesi peronunda yolcu baskısı nedeniyle kapılar kapatılamamıştır.,arac_tren,2,fault_report,0,P3,2,standart,relabel:ollama
"Tren geldi durdu, peronun kapıları açıldı ama bizim vagonun kendi kapısı kilitli kaldı inemedik.",arac_tren,2,fault_report,0,P3,2,,manuel_hedefli:hard_negative_kapi
M4 hattı 12 numaralı trende bulunan yangın söndürücünün muhafaza kutusu kapağı yerinden çıkmıştır.,arac_tren,2,fault_report,0,P3,2,standart,relabel:ollama
Vagon 19 tekerlek çizik,arac_tren,2,fault_report,0,P3,2,cok_kisa,relabel:ollama
taciz vakalari icin vagonlara acil yardim butonu eklenmeli.,arac_tren,2,suggestion,4,P4,3,yazim_yanlisi,relabel:ollama
Makinist kabini radyo iletişim kesik,arac_tren,2,fault_report,0,P3,2,devrik,relabel:ollama
Huzurevi yönlü trende 5 numaralı vagon camı çatlaklı durumda.,arac_tren,2,fault_report,0,P3,2,standart,relabel:ollama
Yenisahra istasyonunda 3 nolu vagon tuvalet kapısı kilitlenmiyor.,arac_tren,2,fault_report,0,P3,2,standart,relabel:ollama
Vezneciler istasyonunda 1 nolu vagon acil iletişim butonu çalışmıyor.,arac_tren,2,fault_report,0,P1,0,standart,relabel:ollama
Levent yönlü trende 6 numaralı vagon fren basıncı düşük.,arac_tren,2,fault_report,0,P1,0,standart,relabel:ollama
vagon kapi lastigi sökülmüs duruyo,arac_tren,2,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
İTÜ-Ayazağa istasyonunda 4 numaralı vagon yolcu alarmı kendiliğinden çaldı.,arac_tren,2,fault_report,0,P3,2,standart,relabel:ollama
3 nolu vagondaki kapi kilitlenmiyo,arac_tren,2,fault_report,0,P1,0,yazim_yanlisi,relabel:ollama
Karaköy istasyonunda 1 nolu vagon makinist kabini kapısı kapanmıyor.,arac_tren,2,fault_report,0,P3,2,standart,relabel:ollama
vagon icindeki yolcu anozu bozuk,arac_tren,2,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
Mecidiyeköy istasyonunda 3 numaralı vagondaki kapı kapanmıyor.,arac_tren,2,fault_report,0,P1,0,standart,relabel:ollama
Vagon 15 motor yanıyor,arac_tren,2,incident_report,1,P1,0,cok_kisa,relabel:ollama
Vagon kliması soğutmuyor 4. vagon,arac_tren,2,fault_report,0,P3,2,devrik,relabel:ollama
kapilar otomatic kilitlenmiyo peron tarafi 8 vagon,arac_tren,2,fault_report,0,P1,0,yazim_yanlisi,relabel:ollama
Tekerlekten anormal titreme var 2. vagon,arac_tren,2,fault_report,0,P3,2,devrik,relabel:ollama
Vagon 3 fren takılıyor,arac_tren,2,fault_report,0,P3,2,cok_kisa,relabel:ollama
Vagon 16 koltuk döşeme söküldü,arac_tren,2,fault_report,0,P4,3,cok_kisa,relabel:ollama
Vagon acil pencere açılmaz oldum,arac_tren,2,fault_report,0,P1,0,devrik,relabel:ollama
Taksim'den giden 304 sefer makinist kabini camı buzlanıyor.,arac_tren,2,fault_report,0,P3,2,standart,relabel:ollama
Çeker motoru sesi geliyor 1. vagon,arac_tren,2,fault_report,0,P3,2,devrik,relabel:ollama
Vagon 30 kapı sensör hatası,arac_tren,2,fault_report,0,P3,2,cok_kisa,relabel:ollama
Kadıköy yönlü trende 2 numaralı vagon klima çalışmıyor.,arac_tren,2,fault_report,0,P3,2,standart,relabel:ollama
Vagon kapısı açılmıyor Şişhane peronu,arac_tren,2,fault_report,0,P3,2,devrik,relabel:ollama
Vagon 3 anons mikrofon bozuk,arac_tren,2,fault_report,0,P3,2,cok_kisa,relabel:ollama
Vagon 23 klima ısınmıyor,arac_tren,2,fault_report,0,P3,2,cok_kisa,relabel:ollama
Makinist kabini direksiyon sert,arac_tren,2,fault_report,0,P3,2,cok_kisa,relabel:ollama
Makinist kabini anonsu cızırtı veriyor,arac_tren,2,fault_report,0,P3,2,devrik,relabel:ollama
hvac sistemi sogutmuyo vagon cok sicak nezaman duzelir?,arac_tren,2,information_request,2,P3,2,yazim_yanlisi,relabel:ollama
Motor aşırı ısınma uyarısı 1. vagon,arac_tren,2,fault_report,0,P1,0,devrik,relabel:ollama
ic aydinlatma ledleri parildayio,arac_tren,2,fault_report,0,P4,3,yazim_yanlisi,relabel:ollama
Vagon 12 kapı sensörü bozuldu,arac_tren,2,fault_report,0,P3,2,cok_kisa,relabel:ollama
vagon ici yangin sensörü uyari veriyo,arac_tren,2,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
yolcu anons mikrofonu ses vermiyo 4 vagonda,arac_tren,2,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
Vagon içi harita ekranı karanlık,arac_tren,2,fault_report,0,P3,2,devrik,relabel:ollama
Makinist kabini anons bozuk,arac_tren,2,fault_report,0,P3,2,cok_kisa,relabel:gemini
Uzunçayır yönlü trende 1 numaralı vagon freni basınçsız.,arac_tren,2,fault_report,0,P1,0,standart,relabel:ollama
makinist fren manivela gec kaliyo,arac_tren,2,fault_report,0,P1,0,yazim_yanlisi,relabel:ollama
Vagon 7 kapı kapanmıyor,arac_tren,2,fault_report,0,P3,2,cok_kisa,relabel:ollama
Üsküdar'dan giden 112 sefer makinist kabini klima bozuk.,arac_tren,2,fault_report,0,P3,2,standart,relabel:ollama
Vagon 20 kapı açılmıyor,arac_tren,2,fault_report,0,P3,2,cok_kisa,relabel:ollama
Bilgi var mı vagon ekranları hakkında?,arac_tren,2,information_request,2,P3,2,devrik,relabel:ollama
Bostancı yönlü trende 4 numaralı vagon ışıkları yanıp sönüyor.,arac_tren,2,fault_report,0,P3,2,standart,relabel:ollama
Vagon koltuğu kırık yerleşim bozuk,arac_tren,2,fault_report,0,P4,3,devrik,relabel:ollama
Seferdeki trenin ekranlarındaki görüntü donması sorunu servis başlangıcından beri neden bir türlü düzelmedi?,arac_tren,2,complaint,3,P3,2,standart,relabel:ollama
Dudullu başlangıçlı seferde makinist fren kolu sertleşmiş durumda.,arac_tren,2,fault_report,0,P1,0,standart,relabel:ollama
Vagon 21 fren kontaklı,arac_tren,2,fault_report,0,P3,2,cok_kisa,relabel:ollama
vagon kapi acilmiyo 1 numarali vagonda,arac_tren,2,fault_report,0,P3,2,yazim_yanlisi,relabel:gemini
Motor kesintili çalışıyor 205 sefer,arac_tren,2,fault_report,0,P3,2,devrik,relabel:ollama
"Şişli istasyonundaki trende oluşan duman kokusuna müdahale edildi mi, seferler güvenli şekilde devam ediyor mu?",arac_tren,2,information_request,2,P1,0,standart,relabel:ollama
Fren sesi bakım ne zaman?,arac_tren,2,information_request,2,P3,2,cok_kisa,relabel:ollama
"Tavşantepe hattında bindiğimiz vagonun klimalarının hiçbirisi devrede değil, içerisi havasızlıktan hamam gibi oldu fenalaşanlar var.",arac_tren,2,fault_report,0,P2,1,,manuel_hedefli:p2_dolayli_cogulluk
Aksaray yönlü trende 6 numaralı vagon dinamik fren arızalı.,arac_tren,2,fault_report,0,P1,0,standart,relabel:ollama
vagon ucu yanimda cizgili ciziyo,arac_tren,2,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
Esenkent istasyonunda 2 nolu vagon kapı arası sıkışma sensörü uyardı.,arac_tren,2,fault_report,0,P3,2,standart,relabel:ollama
Araç ekranı bilgi talebi.,arac_tren,2,information_request,2,P3,2,cok_kisa,relabel:ollama
Vagon 27 kapı sıkışıyor,arac_tren,2,fault_report,0,P3,2,cok_kisa,relabel:ollama
Vagon kliması ısıtma modunda kalıyor,arac_tren,2,fault_report,0,P3,2,devrik,relabel:ollama
motor surucusu hata kodu veriyo,arac_tren,2,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
uzuncayir scada baglantisi kopmus veri gelmiyor merkez,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
Sunucu bağlantısı kopdu veri gelmiyor merkeze,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,devrik,relabel:ollama
scada baglantisi kopmus veri yok merkezde,sinyalizasyon_haberlesme,3,fault_report,0,P2,1,yazim_yanlisi,relabel:gemini
peron kapisi yavas aciliyo dort levent,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
peron kapisi acilma gecikiyo dort levent,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
Telsiz bataryası şarj olmuyor.,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,cok_kisa,relabel:ollama
Telsiz bataryası şarj tutmuyor,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,cok_kisa,relabel:ollama
Ağ kesintisi SCADA erişilemiyor merkezi,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,devrik,relabel:ollama
"Ağ kesintisi, SCADA arayüzü erişilemiyor merkezi.",sinyalizasyon_haberlesme,3,fault_report,0,P2,1,devrik,relabel:gemini
peron kapisi acilmiyor levent hat,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
peron kapisi acilmiyor yenisahra,sinyalizasyon_haberlesme,3,fault_report,0,P2,1,yazim_yanlisi,relabel:gemini
Şişli-Mecidiyeköy 4 numaralı peron kapısı PSD kilitlemiyor sefer güvenliği riske giriyor.,sinyalizasyon_haberlesme,3,fault_report,0,P1,0,standart,relabel:ollama
"Şişli-Mecidiyeköy hatta 4 numaralı peron kapısı (PSD) kilitlemiyor, sefer güvenliği riske giriyor.",sinyalizasyon_haberlesme,3,fault_report,0,P1,0,standart,relabel:gemini
"Turnike girişindeki yolcu sayım sensörü kopmuş sarkıyor, bilgi veremez o cihaz.",sinyalizasyon_haberlesme,3,fault_report,0,P3,2,,manuel_hedefli:hard_negative_sinyalizasyon_yolcu
psd 05 kilit hata veriyo maltepe,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
Asansör önü kamera görüntüsü karıncalı.,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,cok_kisa,relabel:ollama
Çalışmıyor telsiz kanalı Gayrettepe,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,devrik,relabel:ollama
"Zincirlikuyu metrobüs bağlantısındaki anons cihazlarının bütünü sustu, gecikmeler hakkında yolcuya bilgi verilemiyor.",sinyalizasyon_haberlesme,3,fault_report,0,P2,1,,manuel_hedefli:p2_dolayli_cogulluk
Yangın sensörü arızalı,sinyalizasyon_haberlesme,3,fault_report,0,P2,1,cok_kisa,relabel:gemini
Üsküdar bilet holü kamera açısı bozuk,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,cok_kisa,relabel:ollama
Acıbadem bilet holünde duman sensoru uyarı veriyor,sinyalizasyon_haberlesme,3,fault_report,0,P1,0,yazim_yanlisi,relabel:ollama
SCADA alarm gelmiyor ağ sorunu şüphesi,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,devrik,relabel:ollama
Kontrol edildi mi araç içi duman sensörü?,sinyalizasyon_haberlesme,3,information_request,2,P3,2,devrik,relabel:ollama
Sökülmüş CCTV kamerasının yön ayar vidası Ayrılık Çeşmesi'nde.,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,devrik,relabel:ollama
"Perondaki bilgilendirme ekranı kapkaranlık, elektrik gelmiyor herhalde hiçbir şey yazmıyor.",sinyalizasyon_haberlesme,3,fault_report,0,P3,2,,manuel_hedefli:hard_negative_sinyalizasyon_yolcu
Peron kapısı gecikmeyle açılıyor Göztepe,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,devrik,relabel:ollama
Levent istasyonu tünel ağzında görevli personelin telsiz bataryasının bittiği bildirilmiştir.,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,standart,relabel:ollama
"Dudullu depo SCADA istasyonu PLC verisi okumuyor, zaman aşımı.",sinyalizasyon_haberlesme,3,fault_report,0,P2,1,standart,relabel:ollama
Ötmüyor acil ihbar butonu BSO-02 panosu girişinde.,sinyalizasyon_haberlesme,3,fault_report,0,P1,0,devrik,relabel:ollama
bagcilar peron 1 yardim butonu basilmiyo yay icine gocmus,sinyalizasyon_haberlesme,3,fault_report,0,P1,0,yazim_yanlisi,relabel:ollama
Görünmüyor peron sonu CCTV-04 kamerasında kararma var.,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,devrik,relabel:ollama
"Kirazlı şefliğindeki el telsizlerinin bütünü sinyal kaybı yaşıyor, istasyon içi haberleşme tamamen koptu.",sinyalizasyon_haberlesme,3,fault_report,0,P2,1,,manuel_hedefli:p2_dolayli_cogulluk
"PID ekranlarında 'Sinyal yok' uyarısı var, cihazın kablosu falan koptu herhalde saat yazmıyor.",sinyalizasyon_haberlesme,3,fault_report,0,P3,2,,manuel_hedefli:hard_negative_sinyalizasyon_yolcu
Konulmalı daha çok buton acil durumlar için.,sinyalizasyon_haberlesme,3,suggestion,4,P4,3,devrik,relabel:ollama
Güvenlik telsizi kanal hatası,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,cok_kisa,relabel:ollama
Peron kapısı kapanmıyor,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,cok_kisa,relabel:ollama
Üçüncü ray izolasyon direnci düştü,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,devrik,relabel:ollama
Basamadı yolcu imdat butonuna mekanik arıza var.,sinyalizasyon_haberlesme,3,fault_report,0,P1,0,devrik,relabel:ollama
Göztepe istasyonu peron alanındaki CCTV sisteminde periyodik görüntü kesintileri meydana gelmektedir.,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,standart,relabel:ollama
taksim perondaki panik butonu kapagi yerinden cikmis basilamiyo,sinyalizasyon_haberlesme,3,fault_report,0,P1,0,yazim_yanlisi,relabel:ollama
peron kapisi gec aciyo osmanbey,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
Ağ zaman aşımı hatası,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,cok_kisa,relabel:ollama
Üçüncü ray arka bileşen arızalı,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,cok_kisa,relabel:ollama
ayrilik cesmesi alt peronda acil cagri butonu yankilaniyo ses gitmiyo,sinyalizasyon_haberlesme,3,fault_report,0,P1,0,yazim_yanlisi,relabel:ollama
Çalışmıyor telsizler Şişli güney çıkış,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,devrik,relabel:ollama
Perona acil butonu eklensin.,sinyalizasyon_haberlesme,3,suggestion,4,P4,3,cok_kisa,relabel:ollama
haciosman sunucu baglantisi zaman asimi hata 504,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
"Taksim peronundaki güvenlik kameralarının hepsi aynı anda bağlantı hatası veriyor, izleme merkezine görüntü gitmiyor.",sinyalizasyon_haberlesme,3,fault_report,0,P2,1,,manuel_hedefli:p2_dolayli_cogulluk
Eklensin acil durum butonu her kolona.,sinyalizasyon_haberlesme,3,suggestion,4,P4,3,devrik,relabel:ollama
"Anons hoparlöründen sadece inanılmaz bir cızırtı ve dip ses geliyor, ne söylendiği anlaşılmıyor.",sinyalizasyon_haberlesme,3,fault_report,0,P3,2,,manuel_hedefli:hard_negative_sinyalizasyon_yolcu
"Üsküdar peron PID sunucusu yanıt vermiyor, boş ekran kalıyor.",sinyalizasyon_haberlesme,3,fault_report,0,P3,2,standart,relabel:ollama
SCADA alarm logu eksik,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,cok_kisa,relabel:ollama
SCADA arayüzünde istasyon simgeleri gri görünüyor,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,devrik,relabel:ollama
SCADA alarm paneli dondu yanıt yok,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,devrik,relabel:ollama
Şişhane PID ekranı siyah yanıp sönüyor,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,devrik,relabel:ollama
Ayrılık Çeşmesi istasyonunda CCTV-12 numaralı kameranın yönü değiştiğinden yürüyen merdivenler görüntülenememektedir.,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,standart,relabel:ollama
Bağcılar Meydan istasyonu peron kapısı rayından çıktı kapatma komutuna yanıt vermiyor.,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,standart,relabel:ollama
Telsiz cızırtılı geliyor servis sonunda,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,devrik,relabel:ollama
"Raylarla yolcu arasındaki güvenlik kapısı sensörü bozulmuş, tren gelmeden kendiliğinden açılıyor.",sinyalizasyon_haberlesme,3,fault_report,0,P1,0,,manuel_hedefli:hard_negative_kapi
Yenikapı istasyonunda üçüncü ray voltaj düşüşü alarmı oluştu.,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,standart,relabel:ollama
Beşiktaş istasyonu 2. peron bölgesinde yangın algılama sistemi alarm vermektedir.,sinyalizasyon_haberlesme,3,fault_report,0,P1,0,standart,relabel:ollama
Yolcu sayım yazılımı sıfırlandı veri kaybı,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,devrik,relabel:ollama
psd kapisi kilitlenmiyo mecidiyekoy,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
Görmüyor kör noktayı CCTV-09 kamera pozisyonu hatalı.,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,devrik,relabel:ollama
Yangın ihbar butonu camı kırık,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,cok_kisa,relabel:ollama
Gayrettepe acil yardım butonu kırık,sinyalizasyon_haberlesme,3,fault_report,0,P1,0,cok_kisa,relabel:ollama
Merkezden sefer iptal komutu iletilmedi,sinyalizasyon_haberlesme,3,fault_report,0,P2,1,devrik,relabel:ollama
Bozulmuş sarı çizgi lazer ikaz sistemi 1. peron.,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,devrik,relabel:ollama
